名字,性别,时间,评论,点赞数,回复数
二二二二二广啊,男,2019-06-28 01:49:04,快出专辑，我要买爆好吧，太好听了[小电视_太太喜欢],1,0
柳映卿,男,2019-06-28 01:47:24,特意回到第一集看原点。这首歌在18:35。,1,0
昔焕疏,男,2019-06-28 01:45:15,完结撒下一季,1,0
紫阙霞烟,保密,2019-06-28 01:38:23,AI写歌不是大家觉得得那种量产货，就像那个博士（阿米驴不是你家的那个快回来）说的，他是在检测了你的行为，语言等信号，得到你真实的自己的歌声这种真实可能你都没察觉但是一定会在你的行为和语言中传递出来……其实就是心理学的东西做大数据分析，可以明显感觉得到安吉拉的歌非常符合她的性格，强势的外表下有一个孤独敏感的心，但是又有改变的决心和勇气简直赛高,5,1
宝宝个宝w,保密,2019-06-28 01:33:20,"Angela歌词听写 应该99%准确（动画好看还能练听力真赚啊

Light A Fire
Vo. Angela（Alisa）

Loneliness
You tired around my wrist
When all I ever wanted was this
Yeah all I ever wanna was this
Sleepless nights
Always seem to lose these fights
Builded up my thoughts like bricks
But nothing in my blood says quit
When the lights go out
And I am all by myself in the darkness
When the lights go out
I hear my heart beating the hardest
Oh, I was born to break these chains
Like a spark before the flames
Watch me light a fire 
Fire in my soul
Yeah I can feel it in my bones
Like a dream ready to explode
Watch me light a fire
Fire in my soul
Fire fire fire
Watch me light up fire fire in my soul
Repeat*",2,1
就叫浮生z,保密,2019-06-28 01:30:41,都这样了，居然还能掉分？打低分那些人怎么想的啊？,1,0
楠南OnePiece,保密,2019-06-28 01:27:05,求bgm，好听哭了,0,0
Sachiio,男,2019-06-28 01:25:47,大喊一声：“我爱西贝尔”,0,0
楠南OnePiece,保密,2019-06-28 01:25:31,半年番？？！！！,0,0
夕照兮,男,2019-06-28 01:24:25,安吉拉最后的歌好好听,0,0
MooNoGrace,保密,2019-06-28 01:24:03,歌虽然好听……但戏剧冲突还是太弱了，幸好还有一半，后面再看吧,0,0
澄色的橙子,保密,2019-06-28 01:23:44,虽然我很热爱音乐，但很少会去看音乐番，很感谢这部番让我欣赏到这么多动听的歌曲。第六集的神仙姐姐，安吉拉，彼得，还有我们的主角，这么多优美的曲子就足以让我给这部番打到满分,1,0
冰漪爱種酱,男,2019-06-28 01:22:06,看完我只有一句话了:好惨一罗迪,0,0
名字,性别,时间,评论,点赞数,回复数
希丶尔,男,2019-06-28 01:21:13,安吉拉真的太棒了！这个女人真的太有魅力！我永远喜欢安吉拉！！[喜欢][喜欢][喜欢],1,1
就叫浮生z,保密,2019-06-28 01:19:59,啊啊啊啊啊啊啊啊啊，安吉拉,0,0
Mr_GG菌,男,2019-06-28 01:19:55,"We&#39;ve only just begun~卡朋特兄妹于1970制作的知名乡摇，后来被广泛用在了各种婚礼上
White lace and promises
A kiss for luck and we&#39;re on our way
We&#39;ve only begun
Before all the rising sun we fly,
So many roads to choose
We start our walking and learn to run.
And yes! We&#39;ve just begun.
Sharing horizons that are new to us
Watching the signs along the way
Talking it over just the two of us
Working together day to day
Together.
And when the evening comes we smile
So much of life ahead
We&#39;ll find a place where there&#39;s room to grow
And yes! We&#39;ve just begun.
Sharing horizons that are new to us
Watching the signs along the way
Talking it over just the two of us
Working together day to day
Together.
Together.
And when the evening comes we smile
So much of life ahead
We&#39;ll find a place where there&#39;s room to grow
And yes! We&#39;ve just begun",0,0
水之生灵_,保密,2019-06-28 01:14:00,虽然阿伟整天死，但罗迪比阿伟还惨haha,2,0
寒羽宝宝的羽子酱,男,2019-06-28 01:11:10,c＆t的歌开什么音效好听呀！,0,0
頂風作案藍藍路,男,2019-06-28 01:09:41,不説動漫 現實中三位歌手 聽起來應該是安吉拉的配音者 唱功 技巧最好了吧,2,1
USDCOCO,保密,2019-06-28 01:07:31,我还能在听10000次5555555安杰拉性格太棒了她好可爱！！！ct我爆推一辈子啊啊啊啊啊啊啊啊啊啊啊,0,0
久之歌,男,2019-06-28 01:07:03,史诗巨作,0,0
不可思议的布克斯,保密,2019-06-28 01:05:08,担心了几周C&amp;T要怎么从这群神仙路人中脱颖而出的悬着的心终于可以放下来了╮(￣▽￣)╭,1,0
厚厚吼,保密,2019-06-28 01:05:00,这部番虽然不会是霸权 但它一定是经典,0,0
我内哇刚打木,男,2019-06-28 01:04:25,我天这一对有点甜呀,0,0
烧白0v0,男,2019-06-28 01:03:09,安吉拉牛掰,0,0
QAQ纯黑大法好,男,2019-06-28 01:02:16,所以，还有第二季吗！,0,2
yuno团子,保密,2019-06-28 01:02:13,这集怎么说呢，我觉得安吉拉的歌是那种你听了一遍之后会觉得非常好听，然后开始洗脑循环的，是比较大众向的商业曲。比如如果我平时在手机听的话可能会更喜欢安吉拉的歌。但主角组的歌现场演奏（看动画）就会觉得非常感人，那种真情实感完全传递出来的感觉（反正我听哭了）但可能快餐式听歌不静下心来品味的话的话就不会有这种感触。,3,1
如果有青梅竹马就好了,男,2019-06-28 01:01:35,嗯？在？我的op和ed呢？？？[小A和小B_喝茶][小A和小B_喝茶][小A和小B_喝茶],1,0
She在半夜不睡觉,保密,2019-06-28 01:01:15,孤独的夜晚总是孤独的。,0,0
猫桑不吃肉,保密,2019-06-28 00:59:11,可怕的是根本想不到安吉拉的原唱居然是个日本小姐姐！！,0,2
_卡米亚sama,女,2019-06-28 00:59:03,这集的翻译句子错了好多啊。。。。,0,0
Aizens,男,2019-06-28 00:58:27,奇迹的7分钟呢？,0,1
WolFSouL星闪,男,2019-06-28 00:57:02,好现在我要出来说了，说真的我觉得上期彼得输的不算很强行，歌唱，音乐，情感的表达气氛的带动也很重要，在这个所有歌曲都是用AI制作的时代，C&amp;T作为一枝用自编曲自作词的独秀本身就是加分项，更何况上期是根据当时的心情现场制作的新单曲，而且彼得输了其实问题也不大，本身就有很多流量，在舞台他向世界展示了实力，他已经成功了，会有很多的机会等待他,0,0
名字,性别,时间,评论,点赞数,回复数
妄想星一号,女,2019-06-28 00:56:35,一堆剧情以后我终于又找回初心了，我好爱她们呜呜呜,0,0
kaisaki海崎桑,保密,2019-06-28 00:54:26,跪求这集安吉拉唱的歌名！,0,0
子拉加奈,男,2019-06-28 00:52:56,"can u feel my
can u feel my
can u feel my tears they won&#39;t dry
前边一段的感觉是诉说自己的孤独，后边的一段感觉是在诉说着渴望理解彼此的孤独，是不孤独的girl
前一集很差，这一集很棒。",1,0
GUOSTO,男,2019-06-28 00:52:47,等一个专辑,0,0
second二欠君,保密,2019-06-28 00:51:51,不仅是歌曲回到了原点，连服装发饰都跟之前一样呢,0,0
别问问就是大舅男皮呢,女,2019-06-28 00:50:22,"我真的爱上安吉拉了[小电视_哭泣]
她说自己是人偶，生命的力量却喷涌而出
她太有魅力了[小电视_哭泣]",3,0
MO_IN_BILIBILI,男,2019-06-28 00:50:08,喂，老子正在听安吉拉唱歌，你们那些在弹幕里刷“开炮”的是几个意思2333333太出戏了[小电视_哭泣],1,0
Dolili,保密,2019-06-28 00:49:20,星期二他们歌之前出现过了，如果没出现，结尾会相当惊艳。,0,0
行先于言,男,2019-06-28 00:49:20,"安吉拉成熟的台风和自信大气的风格让她身上早早就显现出了天后的风范 她每次表演时全情投入毫无迷惘 但在结束时的刹那也都会露出些许不安和孤寂地望向台下 当欢呼和掌声席卷现场时 笑容会再度浮现在她的脸上 这次在塔奥全程的注目礼 她抛开了最后一点不安 火力全开状态MAX的她比往日更加耀眼 安吉拉今后的成功几乎是没有疑问的 大众流行的风格加上她充满张力的呈现就是王道的主流 她的高傲会鞭策着她一直往前 越飞越高 塔奥和她的搭档可以填补上她内心最后一点的空虚和不安 那就是天高任鸟飞 以后在发布会上定义“什么是国际巨星啊？（战术后仰）”只是早晚的事
至于C＆T 我不知道 她们的音乐风格是最简单和单纯的好听 在那个AI精准定位人性需求 音乐制作流水线化的时代   她们宛如逆潮而上的静水深流 她们因为自己的单纯独树一帜 却也因为自己的单纯容易迷惘 受到伤害 这次找回自己 比什么都强 C&amp;T若不被时代改变 就注定会影响这个时代的审美 虽然这事本不好说 但按照这个动画的基调将来会怎样就不用多说了8
凯特琳真的很严格 但也真的很有智慧",8,0
GrantCarl,男,2019-06-28 00:45:35,"反反复复听了好多好多遍The Loneliest Girl， 这一集的两首歌实在是太惊艳了。
  但我个人认为本集中有一大很突出的亮点；艾特根听完歌后流泪了。仅凭这一个画面就完美突出了艾特根这个人物的形象特点，我这么多集看下来，发现他说话经常会提到内心的另一个人自己，这何尝不是种孤独的表现?我仿佛已经能联想到自己一个人孤零零的走上成名之路，在获得成功后也只能对着墙面形影相吊的场景了。
  (以下皆是有感而言，可能与本剧无关。)
  我们不妨再联系一下实际，在一方不被任何人理解的集体下生活，每天追着集体的气氛过活或是独自一人孤寂的，这样自己是不是也会经常与内心深处对话呢？
  没错，正因为每个人都是独一无二的个体，正因为每个人都无法完全的理解对方。正因如此，我们才会更加的想要了解、接近对方。所以，这首歌对孤独又有一个新的诠释；孤独是连接你我的方式，是你我相遇的契机。
  正如剧中卡罗尔所说：“将此歌献给全世界，怀疑自己很孤独的那个人。”",2,0
光丶子,保密,2019-06-28 00:45:32,这番的歌曲质量是真的高啊，都可以吊打现在中国歌坛了  真的牛笔,4,0
吾所不欲,保密,2019-06-28 00:45:28,4000,0,0
魔王杀老师,保密,2019-06-28 00:43:58,不是阿特根烧了的那首，是烧了阿特根的那首[嫌弃],0,0
骑桶的桶,男,2019-06-28 00:40:30,道理我都懂，7月新番导视呢？？？b站下个季度炸了？,0,3
若夏新月,保密,2019-06-28 00:40:12,我只想知道哪里能听音频歌曲，没有歌我要死了,0,0
真麻烦啊喂,保密,2019-06-28 00:39:43,我真的好爱安吉拉的歌[2233娘_大哭],1,0
暮春风雨潇,男,2019-06-28 00:39:34,。。。。。就是一个选秀的故事啊,0,0
寻芸杰,男,2019-06-28 00:37:59,嘛，这番，让我决定续费年度大会员了。每周一集，动力就满了。,0,0
曼灬沙华,男,2019-06-28 00:36:06,谁知道片尾BGM是啥  给说下呗,0,0
四年不换头像K,保密,2019-06-28 00:35:46,什么感动不感动。两组都很棒。不过我个人比较喜欢安吉拉[点赞][点赞][点赞]。安吉拉塔奥锁死了,0,0
名字,性别,时间,评论,点赞数,回复数
京阿尼番剧收购,保密,2019-06-28 00:34:27,现在12:32准备全部再重新肛一遍，猝死是死不可能猝,0,0
无厌丶呆呆狗,男,2019-06-28 00:33:12,音乐还是一直保持着高水准。剧情的确如很多人的猜测，平平淡淡，略有套路。有人以为是12集完结所以感觉结局有点情绪渲染的不够完美吧。不过作为半年番，这真的不算是严重的问题。接下来双人组会登上更大的舞台。大家完全可以继续期待接下来的表现。前12集骨头社已经展现了自己的水准了不是吗?(我很期待彼得那样的唱跳作画能再次出现),0,0
纾末12137,男,2019-06-28 00:32:47,有没有鬼畜区的大佬做一个铁窗泪的[画风突变],0,0
千万不要污,男,2019-06-28 00:32:09,Angela！！！Yes！！！,0,0
-火日立-,保密,2019-06-28 00:29:08,歌真的挺棒的,1,0
起名神魔的真麻烦,保密,2019-06-28 00:27:10,竟然没完结……我一口气刷完12集以为就12集的呀[小电视_吃惊],1,0
希灵帝国-评论监察官,保密,2019-06-28 00:24:08,太棒了太棒了,1,0
嘘つき君,男,2019-06-28 00:23:44,循环点12：58  17：50,2,0
白玉楼之梦,保密,2019-06-28 00:18:37,哎哟，可惜了彼得了，能不能3人出道啊，PAU,0,0
不_要_说_话,男,2019-06-28 00:17:42,就算这番里的歌一首十块钱，我也要全部都买下来[小电视_太太喜欢],0,0
黔棂柩,女,2019-06-28 00:17:40,我希望《loneliest girl》这首歌能让我的小妹妹想开点……不要再那么消沉了,0,0
榨一个西瓜逆流成河,男,2019-06-28 00:17:27,啊啊啊啊啊啊啊啊我这集真的被安吉拉圈粉了！新歌好听到爆啊(只希望经纪人以后不要搞事情),3,1
跟我跑路呀,保密,2019-06-28 00:16:10,这歌叫什么啊 安吉拉唱的,1,0
谁起了我想起的名字,男,2019-06-28 00:16:04,总感觉缺点什么，没有结尾曲有点不适应回11集听歌的举手,0,0
我的Clannad,男,2019-06-28 00:14:48,愿这首歌送给凌晨4点的你们,0,0
唯Yui酱sama,男,2019-06-28 00:13:47,什么时候出专辑？,0,0
暖心狸猫,保密,2019-06-28 00:11:35,不喜欢这番可以滚，不要乱吐完痰在走，文明看番,1,0
雪上奏,保密,2019-06-28 00:10:36,母亲思想有问题，自己女儿去参加比赛，都播了那么多天，你不说离家出走就没人知道，还能说非常支持自己女儿不是还可以拉下票。,0,1
TheilluSioN,保密,2019-06-28 00:09:16,感觉这集比上集能好不少,0,0
北凉世子-徐凤年,保密,2019-06-28 00:07:03,那两首歌分别叫什么名字啊,1,0
名字,性别,时间,评论,点赞数,回复数
霜雨落,保密,2019-06-28 00:06:59,自从听了《Loneliest Girl》，后面只要是其他对手唱的，都感觉索然无味啊，这次听到完整版 ，一整个人生内牛满面啊，我哭的哗啦啦的。,3,0
维他柠檬猹彡,保密,2019-06-28 00:05:59,感谢安吉拉为我们带来这首开炮神曲[doge][doge][doge][画风突变],3,0
索菲亚琳·SP,男,2019-06-28 00:05:30,"前半段完结撒花(大概？)，可能是为了把歌放完吧，中间的转场缺了点，有些突兀，算是个小瑕疵。但是歌是真的好听。
安吉拉的歌词描述的就是她自己，一个内心孤独但又燃烧着梦想的人，她渴望击败其他同样有才能的人从而站到顶点受人瞩目，但同时她也渴望着在那时有人能够站在她身旁。
她就如同歌词中的火一样，因燃烧而孤独，因燃烧而美丽。",0,0
旦旦的浮云,保密,2019-06-28 00:02:40,这番太棒了,0,0
NormanXoX,男,2019-06-28 00:02:07,一定能成为经典。,0,0
懒懒蓝懒懒,保密,2019-06-28 00:01:37,"can you really love with a broken heart in the cold rain
i&#39;m giving it a try    a little fly
you can get me in
so when the night falls I&#39;ll  be on your side
with eyes so light
it&#39;s in my defeated heart that nothing to hide
it&#39;s my only bias
can you feel my can you feel my can you feel my tears that won&#39;t dry
can you feel my can you feel my can you feel my tears that won&#39;t dry
can you feel my can you feel my can you feel my tears that won&#39;t dry
can you feel my can you feel my teardrops of the loneliest girl
keep keep it close to your heart then she won&#39;t go
keep keep it close then you start to grow有些地方没听清…",2,0
血掌,男,2019-06-28 00:01:20,最开始喜欢的那首歌终于出完成版了,0,0
亅匚姥爷,男,2019-06-28 00:00:38,节奏有点问题，问题不算大,2,0
幻梦の空城,男,2019-06-28 00:00:10,划重点。。。连载中。。。,0,0
愛丽丝酱,男,2019-06-27 23:58:39,这不把分涨回去？臭弟弟们,2,0
铝热酱,男,2019-06-27 23:58:28,那两个经纪人还没被放出来，心疼,1,1
Pistail,男,2019-06-27 23:57:00,我哭了，你呢！[小电视_赞][小电视_赞][小电视_赞][小电视_赞][小电视_赞],0,0
草莓炮弹,保密,2019-06-27 23:56:23,剧情制作音乐都是一等一的好，但是身边的环境很糟糕，评论的环境也很糟糕，该说幸还是不幸呢,0,0
你去啊啊啊,男,2019-06-27 23:53:55,火 安吉拉 火,0,0
NormanXoX,男,2019-06-27 23:53:20,100分！,0,0
宅timeleap,男,2019-06-27 23:51:43,等一个ost[小电视_赞],0,0
南区-小霸王,女,2019-06-27 23:51:06,一晚上补完的——,0,1
樱井智神喵,保密,2019-06-27 23:51:02,祖传片头还没解释清楚呢  到底是什么歌带给了火星奇迹,0,1
灰灰子,女,2019-06-27 23:50:12,两首都太棒了,0,0
占有与付出,保密,2019-06-27 23:49:19,完结了？没吧 没吧,0,1
名字,性别,时间,评论,点赞数,回复数
Bear不想洗澡,保密,2019-06-27 23:49:06,安吉拉和塔奥这对我站了！感觉好配啊！还有安吉拉的妈妈和大叔，他俩一起出现的时候很有趣,0,0
阿斯露,保密,2019-06-27 23:49:01,怎么你们全都哭了就我没哭吗？我也想哭有人告诉我这首歌听哭的点在哪里吗让我也感受一下，全世界都哭了就我没哭我感觉我是个异类[大哭],0,3
阿修加德罗,男,2019-06-27 23:49:01,安杰拉先唱的第一句话以孤独 为主题。然而CAROLE &amp; TUESDAY后一首The Loneliest Girl 完美回答了安杰拉的歌唱 说出了YES ，我觉得这才是最震撼的地方！细细评味这俩首歌串在一起的感觉！ 最后 渡边牛逼！啊啊啊~[大哭],2,0
妖狐LOLI,女,2019-06-27 23:48:42,这首歌使我来做了评论，我第一次听一首歌从旋律开始就哭了，这首歌让我感同身受，眼泪没有停过，中途哼唱着就哭了起来，真的让人十分感动。看完后我又回去听了两三遍，眼泪还是止不住，而且一个人在一间房间里戴着耳机，闭着眼听着这首歌，有着无穷的韵味。这部番虽然是在讲追梦，但这首歌绝对会成为霸权！,1,0
eva0079,保密,2019-06-27 23:47:16,后面还有吧，奇迹的7分钟还没上线,0,0
太妃糖致力养老,保密,2019-06-27 23:45:17,"歌词听写：
It&#39;s a little cold in paradise tonight
love faded
I&#39;m finding new forms
I write it out
It&#39;s fine for now

Then you come along
and I cry
liberated
I&#39;m seeing clearly now
there&#39;s no turning back
and I&#39;m overwhelmed

Do you really want to set the night on fire
you&#39;re my only way out
Do you really want to turn your life around again
You know you&#39;re my last chance

Can you feel my
Can you feel my
Can you feel my tears they won&#39;t dry
Can you feel my
Can you feel my teardrops of the loneliest girl
The loneliest girl

Can you really love with the broken heart
On the cold rain
I gave me the try   I let her fly
You can count me in
So when the night fall I will be on your side
The eyes don&#39;t lie
Cause my the ?heart can&#39;t nothing to hide
It&#39;s my only ？
Can you feel my 
Can you feel my
Can you feel my tears they won&#39;t dry
重复一次
Can you feel my
Can you feel my tearsdrop of the loneliest girl
Loneliest girl
评论补",0,1
